Target column,Prediction horizon,Predictor row year,Outcome year,Minimum current kcal/capita/day,Minimum percentage decline,Minimum absolute decline kcal/capita/day,Positive definition,Negative definition,Ineligible treatment,Training target years,Validation target years,Test target years,Future relevance used as feature,Next-year outcome values included as features
shortage_next_year,One year ahead,Year t,Year t + 1,5,15,5,Next-year food supply kcal/capita/day falls by at least 15% and at least 5 kcal/capita/day,Eligible transition that does not satisfy both decline conditions,Target left missing; row excluded from supervised modelling panel,2011–2019,2020–2021,2022–2023,False,False
