Area Code,Area Code (M49),M49 Code,Area,Item Code (FBS),Item Code,Item,Year,target_year,result_type,food_supply_kcal_cap_day,eligible_for_2024_scoring,scoring_exclusion_reason,predicted_shortage_probability,risk_band,predicted_shortage_warning,evidence_review_level,eligible_for_headline_ranking,headline_ranking_exclusion_reason,missing_locked_feature_count,numeric_features_outside_training_range_count,non_year_features_outside_training_range_count,unknown_model_category_count,pair_has_historical_training_support,pair_historical_rows,pair_historical_shortages,pair_historical_shortage_rate,pair_predictor_year_start,pair_predictor_year_end,production_status,recorded_element_count,source_absent_element_count,source_present_missing_element_count,recorded_zero_element_count,recorded_negative_element_count,supply_outcome_recorded_count,supply_outcomes_complete,negative_domestic_supply_flag
32,'120,120,Cameroon,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,33.04,True,Eligible for prospective scoring,0.06039126984126983,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,12,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,3,1,2,0,4,False,False
136,'478,478,Mauritania,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,456.01,True,Eligible for prospective scoring,0.0603134199134199,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,2,0,5,True,False
45,'174,174,Comoros,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,65.09,True,Eligible for prospective scoring,0.05968571428571426,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,20,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,15,4,1,5,0,5,True,False
129,'450,450,Madagascar,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,74.26,True,Eligible for prospective scoring,0.05881045066045064,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,6,0,5,True,False
35,'132,132,Cabo Verde,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,401.28,True,Eligible for prospective scoring,0.058361904761904754,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,15,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded zero production,18,1,1,6,0,5,True,False
233,'854,854,Burkina Faso,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,225.33,True,Eligible for prospective scoring,0.057562210012210006,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,13,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,16,2,2,2,0,5,True,False
209,'748,748,Eswatini,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,15.74,True,Eligible for prospective scoring,0.055144805194805184,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,14,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded zero production,17,2,1,6,0,5,True,False
250,'180,180,Democratic Republic of the Congo,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,1313.88,True,Eligible for prospective scoring,0.054065873015873005,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,9,4,3,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,3,0,5,True,False
222,'788,788,Tunisia,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,1475.07,True,Eligible for prospective scoring,0.05404682539682539,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,3,0,1,1,5,True,False
74,'266,266,Gabon,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,397.48,True,Eligible for prospective scoring,0.053815512265512254,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,7,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,6,0,5,True,False
130,'454,454,Malawi,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,1116.51,True,Eligible for prospective scoring,0.05377222222222222,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,1,2,1,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,2,1,5,True,False
238,'231,231,Ethiopia,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,481.07,True,Eligible for prospective scoring,0.05181984126984127,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,4,1,5,True,False
32,'120,120,Cameroon,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,275.2,True,Eligible for prospective scoring,0.04983809523809523,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,1,2,1,1,5,True,False
195,'686,686,Senegal,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,341.58,True,Eligible for prospective scoring,0.04980952380952381,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,16,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,No production source row,16,3,1,0,1,5,True,False
175,'624,624,Guinea-Bissau,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,77.98,True,Eligible for prospective scoring,0.048007936507936506,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,20,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,16,3,1,3,0,4,False,False
250,'180,180,Democratic Republic of the Congo,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,102.61,True,Eligible for prospective scoring,0.04798095238095239,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,2,0,5,True,False
159,'566,566,Nigeria,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,351.5,True,Eligible for prospective scoring,0.047596464646464644,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,9,10,9,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,1,1,5,True,False
129,'450,450,Madagascar,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,56.5,True,Eligible for prospective scoring,0.04705238095238095,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,1,1,2,0,5,True,False
238,'231,231,Ethiopia,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,200.03,True,Eligible for prospective scoring,0.046521645021645006,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,2,1,5,True,False
32,'120,120,Cameroon,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,231.02,True,Eligible for prospective scoring,0.04638354978354978,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,3,1,5,True,False
45,'174,174,Comoros,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,676.37,True,Eligible for prospective scoring,0.04596825396825398,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,12,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded zero production,17,2,1,7,0,5,True,False
81,'288,288,Ghana,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,384.15,True,Eligible for prospective scoring,0.04571031746031746,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,3,0,2,0,5,True,False
35,'132,132,Cabo Verde,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,12.93,True,Eligible for prospective scoring,0.04504261294261293,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,25,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,16,3,1,6,0,5,True,False
90,'324,324,Guinea,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,151.28,True,Eligible for prospective scoring,0.043547113997114,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,25,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Source-present missing production,14,4,2,2,0,5,True,False
20,'072,072,Botswana,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,14.16,True,Eligible for prospective scoring,0.04322936507936508,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded zero production,18,2,0,7,0,5,True,False
233,'854,854,Burkina Faso,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,536.29,True,Eligible for prospective scoring,0.04297301587301588,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,1,1,4,0,5,True,False
32,'120,120,Cameroon,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,274.66,True,Eligible for prospective scoring,0.042317965367965366,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,2,0,5,True,False
159,'566,566,Nigeria,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,201.35,True,Eligible for prospective scoring,0.04215396825396824,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,3,4,3,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,1,1,5,True,False
181,'716,716,Zimbabwe,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,47.28,True,Eligible for prospective scoring,0.04213924963924964,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,17,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,2,2,2,0,5,True,False
197,'694,694,Sierra Leone,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,18.99,True,Eligible for prospective scoring,0.04191197691197689,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,12,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,16,3,1,2,0,5,True,False
202,'710,710,South Africa,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,613.49,True,Eligible for prospective scoring,0.04104321789321788,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,2,4,3,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,1,1,5,True,False
74,'266,266,Gabon,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,140.16,True,Eligible for prospective scoring,0.040384920634920635,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,12,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,4,0,4,0,5,True,False
197,'694,694,Sierra Leone,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,417.57,True,Eligible for prospective scoring,0.03914126984126983,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,16,4,0,0,1,5,True,False
195,'686,686,Senegal,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,163.66,True,Eligible for prospective scoring,0.03894285714285714,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,1,0,5,True,False
130,'454,454,Malawi,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,258.64,True,Eligible for prospective scoring,0.038481240981240984,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,14,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,3,1,1,2,5,True,False
144,'508,508,Mozambique,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,607.56,True,Eligible for prospective scoring,0.03762142857142857,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,17,2,1,1,2,5,True,False
147,'516,516,Namibia,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,537.12,True,Eligible for prospective scoring,0.03730079365079366,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,0,0,5,True,False
122,'426,426,Lesotho,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,848.8,True,Eligible for prospective scoring,0.0372047619047619,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,2,0,5,True,False
72,'262,262,Djibouti,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,513.52,True,Eligible for prospective scoring,0.03664206349206349,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,25,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,No production source row,14,6,0,1,0,5,True,False
250,'180,180,Democratic Republic of the Congo,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,175.12,True,Eligible for prospective scoring,0.03632582972582972,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,2,1,5,True,False
72,'262,262,Djibouti,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,865.15,True,Eligible for prospective scoring,0.03562698412698412,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,26,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,No production source row,14,4,2,1,0,5,True,False
20,'072,072,Botswana,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,620.53,True,Eligible for prospective scoring,0.03552402597402597,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,2,0,5,True,False
46,'178,178,Congo,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,737.61,True,Eligible for prospective scoring,0.03400584415584415,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,12,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,3,1,4,0,5,True,False
114,'404,404,Kenya,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,7.75,True,Eligible for prospective scoring,0.033996031746031746,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,8,1,0,0,True,12.0,2.0,0.16666666666666666,2010.0,2022.0,Recorded positive production,17,1,2,2,0,5,True,False
181,'716,716,Zimbabwe,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,536.53,True,Eligible for prospective scoring,0.033269841269841276,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,1,1,5,True,False
136,'478,478,Mauritania,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,5.67,True,Eligible for prospective scoring,0.032720923520923526,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,13,1,0,0,True,4.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,4,0,4,0,5,True,False
175,'624,624,Guinea-Bissau,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,1134.4,True,Eligible for prospective scoring,0.03142698412698412,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,16,3,1,2,0,5,True,False
35,'132,132,Cabo Verde,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,315.64,True,Eligible for prospective scoring,0.031019841269841267,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,18,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,No production source row,17,3,0,5,0,5,True,False
184,'646,646,Rwanda,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,6.16,True,Eligible for prospective scoring,0.030947619047619047,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,3,0,3,0,5,True,False
74,'266,266,Gabon,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,157.79,True,Eligible for prospective scoring,0.029814285714285713,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,6,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,3,0,4,0,5,True,False
81,'288,288,Ghana,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,822.62,True,Eligible for prospective scoring,0.029521428571428573,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,15,5,4,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,3,1,1,0,5,True,False
32,'120,120,Cameroon,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,27.5,True,Eligible for prospective scoring,0.029357142857142856,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,4,0,5,True,False
195,'686,686,Senegal,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,101.13,True,Eligible for prospective scoring,0.028511111111111116,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,17,2,1,3,0,5,True,False
144,'508,508,Mozambique,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,524.92,True,Eligible for prospective scoring,0.028388095238095237,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,19,1,0,3,0,5,True,False
46,'178,178,Congo,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,311.67,True,Eligible for prospective scoring,0.02799523809523809,Very low: below 5%,0,Heightened evidence review,True,Eligible for headline ranking inputs,24,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Source-present missing production,14,4,2,2,0,5,True,False
209,'748,748,Eswatini,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,761.3,True,Eligible for prospective scoring,0.02791190476190476,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,3,0,5,True,False
75,'270,270,Gambia,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,12.01,True,Eligible for prospective scoring,0.02781190476190476,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,19,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,15,2,3,4,0,4,False,False
233,'854,854,Burkina Faso,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,332.53,True,Eligible for prospective scoring,0.02716428571428571,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,19,1,0,2,0,5,True,False
7,'024,024,Angola,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,758.69,True,Eligible for prospective scoring,0.02616118326118326,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,17,2,1,4,0,5,True,False
107,'384,384,Côte d'Ivoire,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,448.97,True,Eligible for prospective scoring,0.02439862914862915,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,3,0,3,0,5,True,False
123,'430,430,Liberia,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,13.15,True,Eligible for prospective scoring,0.02405793650793651,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,13,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,4,0,4,0,5,True,False
129,'450,450,Madagascar,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,229.05,True,Eligible for prospective scoring,0.024016305916305918,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,17,2,1,2,1,5,True,False
143,'504,504,Morocco,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,310.94,True,Eligible for prospective scoring,0.023680952380952382,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,19,1,0,2,0,5,True,False
59,'818,818,Egypt,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,569.71,True,Eligible for prospective scoring,0.02302077922077922,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,0,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,20,0,0,2,1,5,True,False
136,'478,478,Mauritania,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,852.79,True,Eligible for prospective scoring,0.02188571428571429,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,3,0,5,True,False
202,'710,710,South Africa,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,433.31,True,Eligible for prospective scoring,0.02008333333333333,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,0,1,5,True,False
107,'384,384,Côte d'Ivoire,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,573.69,True,Eligible for prospective scoring,0.019107936507936508,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,3,0,5,True,False
90,'324,324,Guinea,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,5.34,True,Eligible for prospective scoring,0.019077788877788878,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,6,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,3,1,5,True,False
90,'324,324,Guinea,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,461.76,True,Eligible for prospective scoring,0.01857380952380953,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,3,1,3,0,5,True,False
75,'270,270,Gambia,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,885.06,True,Eligible for prospective scoring,0.018468253968253967,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,3,0,5,True,False
20,'072,072,Botswana,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,392.41,True,Eligible for prospective scoring,0.018402380952380955,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,2,0,5,True,False
129,'450,450,Madagascar,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,1145.32,True,Eligible for prospective scoring,0.01823571428571429,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,2,2,5,True,False
7,'024,024,Angola,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,399.03,True,Eligible for prospective scoring,0.018116666666666663,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,2,1,5,True,False
123,'430,430,Liberia,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,344.37,True,Eligible for prospective scoring,0.01797619047619048,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,15,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,4,0,5,0,5,True,False
81,'288,288,Ghana,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,280.22,True,Eligible for prospective scoring,0.01723095238095238,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,19,1,0,0,0,5,True,False
74,'266,266,Gabon,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,184.03,True,Eligible for prospective scoring,0.016775757575757576,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,17,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,3,1,2,0,5,True,False
197,'694,694,Sierra Leone,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,1137.87,True,Eligible for prospective scoring,0.015616666666666664,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,2,0,5,True,False
123,'430,430,Liberia,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,1071.59,True,Eligible for prospective scoring,0.015593650793650795,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,1,0,5,True,False
32,'120,120,Cameroon,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,341.42,True,Eligible for prospective scoring,0.014543939393939394,Very low: below 5%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,2,0,5,True,False
