Area Code,Area Code (M49),M49 Code,Area,Item Code (FBS),Item Code,Item,Year,target_year,result_type,food_supply_kcal_cap_day,eligible_for_2024_scoring,scoring_exclusion_reason,predicted_shortage_probability,risk_band,predicted_shortage_warning,evidence_review_level,eligible_for_headline_ranking,headline_ranking_exclusion_reason,missing_locked_feature_count,numeric_features_outside_training_range_count,non_year_features_outside_training_range_count,unknown_model_category_count,pair_has_historical_training_support,pair_historical_rows,pair_historical_shortages,pair_historical_shortage_rate,pair_predictor_year_start,pair_predictor_year_end,production_status,recorded_element_count,source_absent_element_count,source_present_missing_element_count,recorded_zero_element_count,recorded_negative_element_count,supply_outcome_recorded_count,supply_outcomes_complete,negative_domestic_supply_flag
46,'178,178,Congo,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,111.15,True,Eligible for prospective scoring,0.15040634920634918,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,19,1,0,6,1,5,True,False
181,'716,716,Zimbabwe,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,26.11,True,Eligible for prospective scoring,0.148218759018759,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,4.0,0.3076923076923077,2010.0,2022.0,Recorded positive production,18,2,0,1,0,5,True,False
197,'694,694,Sierra Leone,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,34.53,True,Eligible for prospective scoring,0.145727922077922,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,13,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,16,3,1,3,0,5,True,False
114,'404,404,Kenya,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,26.8,True,Eligible for prospective scoring,0.14330158730158735,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,0,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,20,0,0,2,2,5,True,False
124,'434,434,Libya,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,692.21,True,Eligible for prospective scoring,0.14263383838383845,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,2,1,5,True,False
251,'894,894,Zambia,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,507.93,True,Eligible for prospective scoring,0.14025964590964599,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,12,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,4,1,5,True,False
159,'566,566,Nigeria,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,47.7,True,Eligible for prospective scoring,0.1346284992784993,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,5,4,3,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,3,0,5,True,False
193,'678,678,Sao Tome and Principe,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,355.51,True,Eligible for prospective scoring,0.13368896103896105,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,38,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,No production source row,13,5,2,3,0,5,True,False
215,'834,834,United Republic of Tanzania,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,40.34,True,Eligible for prospective scoring,0.13226630591630595,Warning: 13% to below 30%,1,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,2,0,2,1,5,True,False
45,'174,174,Comoros,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,199.14,True,Eligible for prospective scoring,0.13094401154401158,Warning: 13% to below 30%,1,Heightened evidence review,True,Eligible for headline ranking inputs,30,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,13,4,3,2,0,5,True,False
175,'624,624,Guinea-Bissau,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,82.19,True,Eligible for prospective scoring,0.12885111832611837,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,18,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,15,5,0,2,1,5,True,False
144,'508,508,Mozambique,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,29.95,True,Eligible for prospective scoring,0.12761277056277054,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,7,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,2,0,4,0,5,True,False
238,'231,231,Ethiopia,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,9.61,True,Eligible for prospective scoring,0.12600923520923527,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,13,1,0,0,True,12.0,2.0,0.16666666666666666,2010.0,2022.0,Recorded positive production,16,3,1,1,1,5,True,False
158,'562,562,Niger,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,33.06,True,Eligible for prospective scoring,0.12490202020202024,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,6,1,0,0,True,13.0,5.0,0.38461538461538464,2010.0,2022.0,Recorded positive production,17,2,1,4,0,5,True,False
59,'818,818,Egypt,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,10.57,True,Eligible for prospective scoring,0.1217476190476191,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,7,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,1,1,2,0,5,True,False
72,'262,262,Djibouti,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,6.27,True,Eligible for prospective scoring,0.12132063492063493,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,26,1,0,0,True,9.0,1.0,0.1111111111111111,2012.0,2020.0,No production source row,14,6,0,2,0,5,True,False
45,'174,174,Comoros,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,71.24,True,Eligible for prospective scoring,0.12004682539682544,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,14,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,3,1,4,0,5,True,False
81,'288,288,Ghana,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,86.81,True,Eligible for prospective scoring,0.11963766233766232,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,3,0,2,0,5,True,False
20,'072,072,Botswana,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,160.51,True,Eligible for prospective scoring,0.1192626984126984,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,23,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,No production source row,16,4,0,3,0,5,True,False
35,'132,132,Cabo Verde,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,558.18,True,Eligible for prospective scoring,0.11871111111111114,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,30,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,No production source row,15,3,2,3,0,5,True,False
202,'710,710,South Africa,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,151.69,True,Eligible for prospective scoring,0.11815952380952376,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,3,0,5,True,False
75,'270,270,Gambia,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,286.88,True,Eligible for prospective scoring,0.11513037518037521,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,26,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,No production source row,14,4,2,1,2,5,True,False
251,'894,894,Zambia,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,6.95,True,Eligible for prospective scoring,0.11353571428571428,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,10.0,0.0,0.0,2010.0,2021.0,Recorded positive production,18,2,0,4,0,5,True,False
226,'800,800,Uganda,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,16.32,True,Eligible for prospective scoring,0.11310346320346323,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,18,2,0,3,0,5,True,False
251,'894,894,Zambia,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,76.08,True,Eligible for prospective scoring,0.1128704184704185,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,17,3,0,2,0,5,True,False
158,'562,562,Niger,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,13.47,True,Eligible for prospective scoring,0.11264920634920633,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,8,1,0,0,True,13.0,5.0,0.38461538461538464,2010.0,2022.0,Recorded positive production,18,1,1,3,1,5,True,False
226,'800,800,Uganda,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,10.03,True,Eligible for prospective scoring,0.11252857142857145,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,11.0,5.0,0.45454545454545453,2010.0,2022.0,Recorded positive production,18,2,0,3,0,5,True,False
114,'404,404,Kenya,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,13.47,True,Eligible for prospective scoring,0.11249153069153064,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,20,0,0,3,2,5,True,False
184,'646,646,Rwanda,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,110.17,True,Eligible for prospective scoring,0.11200873015873022,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,3,0,5,True,False
158,'562,562,Niger,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,250.61,True,Eligible for prospective scoring,0.10818686868686873,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,7,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,2,1,5,True,False
143,'504,504,Morocco,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,24.79,True,Eligible for prospective scoring,0.10787041847041848,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,2,0,2,0,5,True,False
124,'434,434,Libya,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,21.25,True,Eligible for prospective scoring,0.10443658008658009,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,3,0,4,0,5,True,False
238,'231,231,Ethiopia,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,61.93,True,Eligible for prospective scoring,0.10222936507936514,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,2,1,5,True,False
32,'120,120,Cameroon,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,67.8,True,Eligible for prospective scoring,0.10155555555555557,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,17,3,0,4,0,5,True,False
59,'818,818,Egypt,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,317.88,True,Eligible for prospective scoring,0.0984134920634921,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,0,1,2,1,5,True,False
193,'678,678,Sao Tome and Principe,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,52.46,True,Eligible for prospective scoring,0.09821226551226549,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,14,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,16,2,2,5,0,5,True,False
7,'024,024,Angola,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,96.27,True,Eligible for prospective scoring,0.09696587301587302,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,3,1,5,True,False
202,'710,710,South Africa,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,5.08,True,Eligible for prospective scoring,0.09574255189255192,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,3,2,1,0,True,9.0,1.0,0.1111111111111111,2011.0,2021.0,Recorded positive production,18,2,0,2,0,5,True,False
184,'646,646,Rwanda,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,307.47,True,Eligible for prospective scoring,0.09470952380952381,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,1,1,4,0,5,True,False
107,'384,384,Côte d'Ivoire,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,161.51,True,Eligible for prospective scoring,0.09226031746031742,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,1,1,1,0,5,True,False
175,'624,624,Guinea-Bissau,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,76.61,True,Eligible for prospective scoring,0.0909578421578422,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,3,0,4,0,5,True,False
130,'454,454,Malawi,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,18.75,True,Eligible for prospective scoring,0.09092362278244633,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,17,2,1,4,0,5,True,False
147,'516,516,Namibia,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,6.6,True,Eligible for prospective scoring,0.09055108225108226,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,7,0,5,True,False
196,'690,690,Seychelles,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,574.34,True,Eligible for prospective scoring,0.0889875457875458,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,21,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,No production source row,16,3,1,5,0,5,True,False
137,'480,480,Mauritius,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,345.91,True,Eligible for prospective scoring,0.088544227994228,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded zero production,18,1,1,4,1,5,True,False
159,'566,566,Nigeria,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,224.8,True,Eligible for prospective scoring,0.08711471861471862,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,8,12,11,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,3,0,5,True,False
45,'174,174,Comoros,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,150.37,True,Eligible for prospective scoring,0.08683015873015876,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,4,0,5,True,False
181,'716,716,Zimbabwe,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,121.37,True,Eligible for prospective scoring,0.08569047619047619,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded zero production,18,2,0,5,0,5,True,False
144,'508,508,Mozambique,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,164.74,True,Eligible for prospective scoring,0.08530060495060494,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,1,1,1,1,5,True,False
238,'231,231,Ethiopia,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,52.31,True,Eligible for prospective scoring,0.08447886002886,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,17,3,0,3,1,5,True,False
159,'566,566,Nigeria,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,146.49,True,Eligible for prospective scoring,0.08415952380952384,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,3,4,3,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,2,0,5,True,False
215,'834,834,United Republic of Tanzania,'S2517,2517,Millet and products,2023,2024,Model-generated 2024 early-warning estimate,15.91,True,Eligible for prospective scoring,0.08117936507936506,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,18,2,0,2,0,5,True,False
209,'748,748,Eswatini,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,251.35,True,Eligible for prospective scoring,0.08079285714285717,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,4,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,19,1,0,5,0,5,True,False
72,'262,262,Djibouti,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,6.58,True,Eligible for prospective scoring,0.08063759018759019,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,10,1,0,0,True,6.0,3.0,0.5,2012.0,2022.0,Recorded zero production,17,2,1,4,0,5,True,False
7,'024,024,Angola,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,153.4,True,Eligible for prospective scoring,0.08047886002886002,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,19,1,0,2,1,5,True,False
159,'566,566,Nigeria,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,213.09,True,Eligible for prospective scoring,0.08044783549783553,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,5,4,3,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,2,1,5,True,False
114,'404,404,Kenya,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,190.06,True,Eligible for prospective scoring,0.0804383116883117,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,0,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,20,0,0,1,1,5,True,False
107,'384,384,Côte d'Ivoire,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,155.94,True,Eligible for prospective scoring,0.08000555555555557,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,24,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,No production source row,15,4,1,2,0,5,True,False
90,'324,324,Guinea,'S2535,2535,Yams,2023,2024,Model-generated 2024 early-warning estimate,43.09,True,Eligible for prospective scoring,0.07886269841269841,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,15,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,4,0,3,0,5,True,False
147,'516,516,Namibia,'S2552,2552,Groundnuts,2023,2024,Model-generated 2024 early-warning estimate,6.56,True,Eligible for prospective scoring,0.0788126984126984,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,11.0,1.0,0.09090909090909091,2012.0,2022.0,Recorded positive production,16,4,0,3,0,5,True,False
175,'624,624,Guinea-Bissau,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,66.61,True,Eligible for prospective scoring,0.07859523809523808,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,20,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,16,3,1,3,0,4,False,False
144,'508,508,Mozambique,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,252.99,True,Eligible for prospective scoring,0.07650873015873016,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,1,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,2,1,5,True,False
251,'894,894,Zambia,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,30.57,True,Eligible for prospective scoring,0.07475970695970695,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,1,1,1,0,5,True,False
195,'686,686,Senegal,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,106.81,True,Eligible for prospective scoring,0.0742265068265068,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,8,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,17,2,1,4,0,5,True,False
215,'834,834,United Republic of Tanzania,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,304.35,True,Eligible for prospective scoring,0.0715531746031746,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,9,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,Recorded positive production,17,2,1,1,0,5,True,False
81,'288,288,Ghana,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,70.9,True,Eligible for prospective scoring,0.06862842712842712,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,2,0,4,1,5,True,False
215,'834,834,United Republic of Tanzania,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,298.82,True,Eligible for prospective scoring,0.06844062049062048,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,1,0,5,True,False
158,'562,562,Niger,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,390.07,True,Eligible for prospective scoring,0.06793773448773448,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,3.0,0.23076923076923078,2010.0,2022.0,Recorded positive production,16,2,2,1,1,5,True,False
193,'678,678,Sao Tome and Principe,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,411.22,True,Eligible for prospective scoring,0.06712460317460321,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,31,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,No production source row,14,5,1,3,1,5,True,False
233,'854,854,Burkina Faso,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,96.18,True,Eligible for prospective scoring,0.06478095238095238,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,16,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Source-present missing production,16,2,2,1,0,5,True,False
184,'646,646,Rwanda,'S2532,2532,Cassava and products,2023,2024,Model-generated 2024 early-warning estimate,295.47,True,Eligible for prospective scoring,0.06408174603174602,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,11,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,16,3,1,3,0,5,True,False
233,'854,854,Burkina Faso,'S2518,2518,Sorghum and products,2023,2024,Model-generated 2024 early-warning estimate,392.1,True,Eligible for prospective scoring,0.06339047619047619,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,6,1,0,0,True,13.0,2.0,0.15384615384615385,2010.0,2022.0,Recorded positive production,18,2,0,3,1,5,True,False
4,'012,012,Algeria,'S2511,2511,Wheat and products,2023,2024,Model-generated 2024 early-warning estimate,1267.12,True,Eligible for prospective scoring,0.06248571428571427,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,2,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,0,2,5,True,False
222,'788,788,Tunisia,'S2807,2807,Rice and products,2023,2024,Model-generated 2024 early-warning estimate,13.99,True,Eligible for prospective scoring,0.06105396825396824,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,32,1,0,0,True,13.0,1.0,0.07692307692307693,2010.0,2022.0,No production source row,15,5,0,5,0,5,True,False
4,'012,012,Algeria,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,116.95,True,Eligible for prospective scoring,0.06101190476190475,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,5,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,17,2,1,2,0,5,True,False
90,'324,324,Guinea,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,97.52,True,Eligible for prospective scoring,0.060928733766233756,Watch: 5% to below 13%,0,Within usual historical support,True,Eligible for headline ranking inputs,3,1,0,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,18,1,1,2,0,5,True,False
159,'566,566,Nigeria,'S2514,2514,Maize and products,2023,2024,Model-generated 2024 early-warning estimate,284.7,True,Eligible for prospective scoring,0.06054206349206349,Watch: 5% to below 13%,0,Heightened evidence review,True,Eligible for headline ranking inputs,1,4,3,0,True,13.0,0.0,0.0,2010.0,2022.0,Recorded positive production,19,1,0,0,1,5,True,False
